"STATION","NAME","DATE","DAPR","DASF","MDPR","MDSF","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WESD","WESF","WT01","WT03","WT04","WT05","WT06","WT11"
"USC00056280","PALMER LAKE, CO US","1982-10-13",,,,,"0.00","0.0","0.0","50","25","27",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-10-14",,,,,"0.00","0.0","0.0","51","25","30",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-10-15",,,,,"0.00","0.0","0.0","60","29","41",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-10-16",,,,,"0.00","0.0","0.0","61","30","39",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-10-17",,,,,"0.00","0.0","0.0","64","33","40",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-10-18",,,,,"0.00","0.0","0.0","59","29","31",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-10-19",,,,,"0.05","0.0","0.0","39","23","25",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-10-20",,,,,"0.00","0.0","0.0","47","30","30",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-10-21",,,,,"0.00","0.0","0.0","52","33","37",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-10-22",,,,,"0.00","0.0","0.0","59","36","40",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-10-23",,,,,"0.00","0.0","0.0","61","36","42",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-10-24",,,,,"0.00","0.0","0.0","65","40","44",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-10-25",,,,,"0.00","0.0","0.0","64","41","41",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-10-26",,,,,"0.00","0.0","0.0","60","39","43",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-10-27",,,,,"0.38","4.0",,"55","29","29",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-10-28",,,,,"0.00","0.0",,"39","22","24",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-10-29",,,,,"0.00","0.0","0.0","37","33","35",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-10-30",,,,,"0.00","0.0","0.0","41","30","36",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-10-31",,,,,"0.00","0.0","0.0","45","31","32",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-11-01",,,,,"0.00","0.0",,"50","31","36",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-11-02",,,,,"0.15","2.0",,"31","7","22",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-11-03",,,,,"0.00","0.0",,"36","12","23",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-11-04",,,,,"0.00","0.0",,"46","19","28",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-11-05",,,,,"0.00","0.0",,"62","26","35",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-11-06",,,,,"0.00","0.0",,"58","30","32",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-11-07",,,,,"0.00","0.0",,"50","26","29",,,"    1",,,,,
"USC00056280","PALMER LAKE, CO US","1982-11-08",,,,,"0.00","0.0",,"39","24","30",,,"    1",,,,,
"USC00056280","PALMER LAKE, CO US","1982-11-09",,,,,"0.00","0.0",,"46","25","39",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-11-10",,,,,"0.00","0.0",,"42","22","29",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-11-11",,,,,"0.07","0.0",,"36","12","14",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-11-12",,,,,"0.00","0.0",,"39","14","30",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-11-13",,,,,"0.38","4.0",,"50","4","20",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-11-14",,,,,"0.00","0.0",,"34","9","34",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-11-15",,,,,"0.00","0.0",,"39","12","20",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-11-16",,,,,"0.00","0.0",,"48","18","29",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-11-17",,,,,"0.00","0.0",,"49","19","27",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-11-18",,,,,"0.00","0.0",,"56","22","32",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-11-19",,,,,"0.00","0.0",,"57","21","24",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-11-20",,,,,"0.00","0.0",,"46","16","19",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-11-21",,,,,"0.00","0.0",,"43","18","18",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-11-22",,,,,"0.17",,,"50","12","12",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-11-23",,,,,"0.03",,,"22","9","11",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-11-24",,,,,"0.00","0.0",,"32","10","32",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-11-25",,,,,"0.00","0.0",,"39","19","22",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-11-26",,,,,"0.00","0.0",,"41","18","29",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-11-27",,,,,"0.00","0.0",,"53","24","33",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-11-28",,,,,"0.00","0.0",,"51","16","26",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-11-29",,,,,"0.00","0.0",,"41","29","32",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-11-30",,,,,"0.00","0.0",,"48","24","30",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-12-01",,,,,"0.00","0.0",,"39","22","24",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-12-02",,,,,"0.00","0.0",,"41","18","25",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-12-03",,,,,"0.00","0.0",,"46","18","30",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-12-04",,,,,"0.00","0.0",,"39","20","23",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-12-05",,,,,"0.00","0.0",,"50","24","28",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-12-06",,,,,"0.00","0.0",,"47","15","15",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-12-07",,,,,"0.07","1.0",,"22","8","10",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-12-08",,,,,"0.00","0.0",,"28","7","20",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-12-09",,,,,"0.00","0.0",,"50","22","22",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-12-10",,,,,"0.00","0.0",,"33","17","26",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-12-11",,,,,"0.00","0.0",,"40","19","24",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-12-12",,,,,"0.00","0.0",,"52","28","40",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-12-13",,,,,"0.00","0.0",,"56","18","23",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-12-14",,,,,"0.00","0.0",,"35","14","20",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-12-15",,,,,"0.00","0.0",,"44","14","31",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-12-16",,,,,"0.00","0.0",,"55","31","40",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-12-17",,,,,"0.00","0.0",,"60","25","32",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-12-18",,,,,"0.00","0.0",,"41","16","29",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-12-19",,,,,"0.00","0.0",,"47","20","29",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-12-20",,,,,"0.00","0.0",,"52","30","37",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-12-21",,,,,"0.00","0.0",,"56","25","29",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-12-22",,,,,"0.00","0.0",,"55","21","21",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-12-23",,,,,"0.27",,,"38","19","23",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-12-24",,,,,"0.53",,,"26","10","11",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-12-25",,,,,"0.33",,,"29","-9","9",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-12-26",,,,,"0.41",,,"20","-8","10",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-12-27",,,,,"0.18",,,"23","-10","10",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-12-28",,,,,"0.00","0.0",,"19","-5","9",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-12-29",,,,,"0.00","0.0",,"26","12","13",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-12-30",,,,,"0.00","0.0",,"30","11","16",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1982-12-31",,,,,"0.00","0.0",,"33","10","18",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-01-01",,,,,,"0.0","0.0","38","17","21",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-01-02",,,,,"0.00","0.0",,"42","13","30",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-01-03",,,,,"0.00","0.0",,"48","12","15",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-01-04",,,,,"0.00","0.0",,"40","18","28",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-01-05",,,,,"0.00","0.0",,"50","23","33",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-01-06",,,,,"0.00","0.0",,"53","25","33",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-01-07",,,,,"0.00","0.0",,"49","26","31",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-01-08",,,,,"0.00","0.0",,"37","22","30",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-01-09",,,,,"0.00","0.0",,"29","16","19",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-01-10",,,,,"0.00","0.0",,"36","20","23",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-01-11",,,,,"0.00","0.0",,"41","18","20",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-01-12",,,,,"0.00","0.0",,"37","16","19",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-01-13",,,,,"0.00","0.0",,"39","18","21",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-01-14",,,,,"0.00","0.0",,"36","13","24",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-01-15",,,,,"0.00","0.0",,"43","15","25",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-01-16",,,,,"0.00","0.0",,"52","20","25",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-01-17",,,,,"0.00","0.0","0.0","40","16","18",,,"    1",,,,,
"USC00056280","PALMER LAKE, CO US","1983-01-18",,,,,"0.00","0.0",,"38","15","26",,,"    1",,,,,
"USC00056280","PALMER LAKE, CO US","1983-01-19",,,,,"0.00","0.0",,"41","8","8",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-01-20",,,,,"0.00","0.0",,"30","11","21",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-01-21",,,,,"0.00","0.0",,"40","14","23",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-01-22",,,,,"0.00","0.0",,"41","16","19",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-01-23",,,,,"0.00","0.0",,"42","18","21",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-01-24",,,,,"0.00","0.0",,"36","21","23",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-01-25",,,,,"0.00","0.0",,"30","16","20",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-01-26",,,,,"0.00","0.0",,"42","18","38",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-01-27",,,,,"0.00","0.0",,"51","25","32",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-01-28",,,,,"0.00","0.0",,"41","20","23",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-01-29",,,,,"0.00","0.0",,"35","18","24",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-01-30",,,,,"0.00","0.0",,"40","20","23",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-01-31",,,,,"0.27","2.0",,"28","9","16",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-02-01",,,,,"0.00",,,"30","12","14",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-02-02",,,,,"0.17",,,"22","-2","2",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-02-03",,,,,"0.00",,,"26","2","18",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-02-04",,,,,"0.00",,,"22","18","18",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-02-05",,,,,"0.00",,,"29","9","18",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-02-06",,,,,"0.00",,,"32","10","12",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-02-07",,,,,"0.00",,,"43","18","23",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-02-08",,,,,"0.00",,,"35","17","27",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-02-09",,,,,"0.00",,,"47","26","26",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-02-10",,,,,"0.00",,,"37","20","23",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-02-11",,,,,"0.00",,,"41","23","28",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-02-12",,,,,"0.00",,,"50","28","40",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-02-13",,,,,"0.00",,,"49","30","33",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-02-14",,,,,"0.00",,,"36","20","20",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-02-15",,,,,"0.00",,,"39","20","27",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-02-16",,,,,"0.00",,,"40","20","29",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-02-17",,,,,"0.00",,,"46","23","27",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-02-18",,,,,"0.00",,,"41","27","29",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-02-19",,,,,"0.00",,,"31","20","22",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-02-20",,,,,"0.27",,,"33","22","30",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-02-21",,,,,"0.00",,,"41","30","34",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-02-22",,,,,"0.00",,,"50","25","31",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-02-23",,,,,"0.00",,,"52","23","30",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-02-24",,,,,"0.00",,,"42","21","36",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-02-25",,,,,"0.00",,,"51","28","30",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-02-26",,,,,"0.00",,,"48","25","27",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-02-27",,,,,"0.00",,,"49","23","26",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-02-28",,,,,"0.00",,,"51","25","31",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-07-01",,,,,"0.00","0.0","0.0","80","54","75",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-07-02",,,,,"0.00","0.0","0.0","79","51","78",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-07-03",,,,,"0.00","0.0","0.0","75","53","78",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-07-04",,,,,"0.00","0.0","0.0","85","44","61",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-07-05",,,,,"0.00","0.0","0.0","86","43","71",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-07-06",,,,,"0.00","0.0","0.0","86","51","74",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-07-07",,,,,"0.00","0.0","0.0","87","55","79",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-07-08",,,,,"0.00","0.0","0.0","84","58","61",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-07-09",,,,,"0.00","0.0","0.0","70","56","80",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-07-10",,,,,"0.00","0.0","0.0","71","56","67",,,,"    1",,,,
"USC00056280","PALMER LAKE, CO US","1983-07-11",,,,,"0.42","0.0","0.0","75","48","60",,,,"    1",,,,
"USC00056280","PALMER LAKE, CO US","1983-07-12",,,,,"0.01","0.0","0.0","84","47","64",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-07-13",,,,,"0.00","0.0","0.0","80","46","61",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-07-14",,,,,"0.06","0.0","0.0","84","49","67",,,,"    1",,,,
"USC00056280","PALMER LAKE, CO US","1983-07-15",,,,,"0.00","0.0","0.0","80","50","65",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-07-16",,,,,"0.00","0.0","0.0","84","46","73",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-07-17",,,,,"0.00","0.0","0.0","81","51","63",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-07-18",,,,,"0.10","0.0","0.0","87","57","64",,,,"    1",,,,
"USC00056280","PALMER LAKE, CO US","1983-07-19",,,,,"0.00","0.0","0.0","86","58","50",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-07-20",,,,,"0.00","0.0","0.0","86","57","74",,,,"    1",,,,
"USC00056280","PALMER LAKE, CO US","1983-07-21",,,,,"0.00","0.0","0.0","80","56","70",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-07-22",,,,,"0.00","0.0","0.0","82","58","71",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-07-23",,,,,"0.00","0.0","0.0","80","56","75",,,,"    1",,,,
"USC00056280","PALMER LAKE, CO US","1983-07-24",,,,,"0.00","0.0","0.0","83","58","74",,,,"    1",,,,
"USC00056280","PALMER LAKE, CO US","1983-07-25",,,,,"1.60","0.0","0.0","79","50","71",,,,"    1",,,"    1",
"USC00056280","PALMER LAKE, CO US","1983-07-26",,,,,"0.06","0.0","0.0","79","55","58",,,,"    1",,,,
"USC00056280","PALMER LAKE, CO US","1983-07-27",,,,,"0.05","0.0","0.0","79","56","56",,,,"    1",,,,
"USC00056280","PALMER LAKE, CO US","1983-07-28",,,,,"0.10","0.0","0.0","79","57","53",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-07-29",,,,,"0.00","0.0","0.0","83","57","56",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-07-30",,,,,"0.00","0.0","0.0","86","58","52",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-07-31",,,,,"0.00","0.0","0.0",,,,,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-08-01",,,,,"0.02","0.0","0.0","78","56","66",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-08-02",,,,,"0.21","0.0","0.0","81","54","66",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-08-03",,,,,"1.40","0.0","0.0","80","55","57",,,,"    1","    1",,,
"USC00056280","PALMER LAKE, CO US","1983-08-04",,,,,"1.25","0.0","0.0","78","54","62",,,,"    1",,,,
"USC00056280","PALMER LAKE, CO US","1983-08-05",,,,,"0.19","0.0","0.0","79","58","60",,,,"    1",,,,
"USC00056280","PALMER LAKE, CO US","1983-08-06",,,,,"0.64","0.0","0.0","76","56","58",,,,"    1",,,,
"USC00056280","PALMER LAKE, CO US","1983-08-07",,,,,"0.00","0.0","0.0","78","54","63",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-08-08",,,,,"0.00","0.0","0.0","81","52","73",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-08-09",,,,,"0.00","0.0","0.0","80","51","73",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-08-10",,,,,"0.00","0.0","0.0","80","51","74",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-08-11",,,,,"0.00","0.0","0.0","81","50","76",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-08-12",,,,,"0.83","0.0","0.0","77","57","54",,,,"    1","    1","    1",,
"USC00056280","PALMER LAKE, CO US","1983-08-13",,,,,"0.00","0.0","0.0","81","51","54",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-08-14",,,,,"0.00","0.0","0.0","80","59","70",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-08-15",,,,,"0.00","0.0","0.0","84","60","72",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-08-16",,,,,"0.00","0.0","0.0","82","55","70",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-08-17",,,,,"0.00","0.0","0.0","82","55","69",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-08-18",,,,,"0.02","0.0","0.0","81","56","73",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-08-19",,,,,"0.00","0.0","0.0","81","54","74",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-08-20",,,,,"0.00","0.0","0.0","83","53","72",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-08-21",,,,,"0.00","0.0","0.0","81","52","72",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-08-22",,,,,"0.10","0.0","0.0","81","49","56",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-08-23",,,,,"0.28","0.0","0.0","83","51","71",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-08-24",,,,,"0.00","0.0","0.0","80","48","68",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-08-25",,,,,"0.00","0.0","0.0","83","51","70",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-08-26",,,,,"0.00","0.0","0.0","79","64","73",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-08-27",,,,,"1.10","0.0","0.0","77","65","69",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-08-28",,,,,"0.00","0.0","0.0","80","63","72",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-08-29",,,,,"0.00","0.0","0.0","83","63","51",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-08-30",,,,,"0.00","0.0","0.0","87","64","73",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-08-31",,,,,"0.00","0.0","0.0","83","62","70",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-09-01",,,,,"0.00","0.0","0.0","83","49","61",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-09-02",,,,,"1.10","0.0","0.0","81","50","63",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-09-03",,,,,"0.38","0.0","0.0","80","53","70",,,,"    1",,,,
"USC00056280","PALMER LAKE, CO US","1983-09-04",,,,,"0.00","0.0","0.0","88","41","62",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-09-05",,,,,"0.00","0.0","0.0","83","46","60",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-09-06",,,,,"0.00","0.0","0.0","85","51","68",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-09-07",,,,,"0.00","0.0","0.0","80","55","61",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-09-08",,,,,"0.00","0.0","0.0","81","58","64",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-09-09",,,,,"0.30","0.0","0.0","83","51","64",,,,"    1",,,,
"USC00056280","PALMER LAKE, CO US","1983-09-10",,,,,"0.00","0.0","0.0","85","50","63",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-09-11",,,,,"0.00","0.0","0.0","79","49","65",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-09-12",,,,,"0.00","0.0","0.0","81","39","52",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-09-13",,,,,"0.00","0.0","0.0","87","53","50",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-09-14",,,,,"0.00","0.0","0.0","79","57","49",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-09-15",,,,,"0.00","0.0","0.0","81","56","54",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-09-16",,,,,"0.00","0.0","0.0","82","52","53",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-09-17",,,,,"0.00","0.0","0.0","80","43","48",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-09-18",,,,,"0.00","0.0","0.0","83","45","60",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-09-19",,,,,"0.00","0.0","0.0","86","34","63",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-09-20",,,,,"0.04","0.0","0.0","75","21","50",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-09-21",,,,,"0.00","0.0","0.0","80","20","49",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-09-22",,,,,"0.00","0.0","0.0","90","43","60",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-09-23",,,,,"0.01","0.0","0.0","83","56","69",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-09-24",,,,,"0.00","0.0","0.0","81","52","53",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-09-25",,,,,"0.00","0.0","0.0","78","50","66",,,,"    1",,,,
"USC00056280","PALMER LAKE, CO US","1983-09-26",,,,,"0.00","0.0","0.0","74","44","62",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-09-27",,,,,"0.00","0.0","0.0","84","55","64",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-09-28",,,,,"0.00","0.0","0.0","83","57","60",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-09-29",,,,,"0.05","0.0","0.0","79","54","59",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-09-30",,,,,"0.00","0.0","0.0","80","54","63",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-10-01",,,,,"0.00","0.0","0.0","83","34","53",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-10-02",,,,,"0.00","0.0","0.0","79","43","56",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-10-03",,,,,"0.00","0.0","0.0","75","42","60",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-10-04",,,,,"0.00","0.0","0.0","60","40","62",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-10-05",,,,,"0.00","0.0","0.0","74","36","61",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-10-06",,,,,"0.00","0.0","0.0","72","49","53",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-10-07",,,,,"0.00","0.0","0.0","80","45","49",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-10-08",,,,,"0.00","0.0","0.0","76","43","52",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-10-09",,,,,"0.00","0.0","0.0","72","62","50",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-10-10",,,,,"0.00","0.0","0.0","70","60","59",,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-10-11",,,,,"0.00","0.0","0.0",,,,,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-10-12",,,,,"0.00","0.0","0.0",,,,,,,,,,,
"USC00056280","PALMER LAKE, CO US","1983-10-13",,,,,,"0.0","0.0",,,,,,,,,,,
